序號,開標日期,股票代號,CB代號,名稱,股本,發行規模,年期,擔保,信用評等,競拍張數,底標價,截標日,截標收盤,轉換價,訂價溢價率,理論價,最低得標,最低溢價,平均得標,平均溢價,發行券商,產業分類,合格件數,投標張數,投標倍數,投標均張,投標開始日,最高投(得)標數量(張),撥券日,得標總金額,得標手續費率(%),最高得標價格(元),承銷價格(元)
62,2021-10-14 00:00:00,8103,81034,瀚荃四,7.9,5.0,3,無擔保,5,4250,101.0,2021-10-08 00:00:00,45.8,42.2,1.0203,108.5308056872038,104.28,-0.03916681222707397,105.8,-0.02516157205240155,群益證券,電子零組件業,325,8572,2.016941176470588,26.37538461538461,2021/10/5,425.0,2021/10/21,449652530.0,0.5,114.15,105.8
63,2021-10-14 00:00:00,3576,35763,聯合再生三,151.0,30.0,3,有擔保,7,27000,102.0,2021-10-08 00:00:00,20.65,20.9,1.021,98.80382775119617,102.35,0.03589104116222752,104.18,0.0544125907990316,凱基證券,光電業,554,31011,1.148555555555556,55.97653429602888,2021/10/6,2700.0,2021/10/25,2812889950.0,0.5,114.7,104.18
64,2021-10-14 00:00:00,6552,65521,易華電一,8.3,5.0,5,有擔保,6,4250,102.5,2021-10-12 00:00:00,54.7,63.5,1.0763,86.14173228346456,104.89,0.2176444241316271,106.63,0.237843692870201,台新證券,半導體業,324,9921,2.334352941176471,30.62037037037037,2021/10/7,425.0,2021/10/25,453198380.0,0.5,115.0,106.63
65,2021-10-19 00:00:00,4739,47393,康普三,10.3,7.0,5,有擔保,5,6050,100.0,2021-10-15 00:00:00,123.0,110.0,1.051,111.8181818181818,113.89,0.01852845528455282,116.01,0.03748780487804892,福邦證券,化學工業,795,22128,3.657520661157025,27.83396226415094,2021/10/13,605.0,2021/10/28,701846690.0,0.5,125.11,116.01
66,2021-10-20 00:00:00,6509,65095,聚和五,17.3,3.0,3,無擔保,5,2600,102.0,2021-10-18 00:00:00,56.5,55.9,1.02,101.0733452593918,107.99,0.06843203539822995,110.12,0.08950584070796475,台新證券,化學工業,381,9974,3.836153846153846,26.17847769028871,2021/10/14,260.0,2021/10/29,286317270.0,0.5,123.9,110.12
67,2021-10-27 00:00:00,4714,47147,永捷七,17.78,2.0,3,無擔保,8,1785,100.0,2021-10-25 00:00:00,14.25,14.0,1.02,101.7857142857143,102.38,0.005838596491228198,103.76,0.01939649122807041,富邦證券,化學工業,161,3912,2.191596638655462,24.29813664596273,2021/10/21,178.0,2021/11/5,185211190.0,0.5,109.8,103.76
68,2021-11-02 00:00:00,6616,66162,特昇二-KY,3.55,1.2,3,無擔保,6,1020,101.0,2021-10-29 00:00:00,22.3,22.8,1.05,97.80701754385966,101.0,0.03264573991031372,101.76,0.04041614349775791,第一金證,居家生活,44,576,0.5647058823529412,13.09090909090909,2021/10/27,102.0,2021/11/11,50877860.0,0.5,107.0,101.0
69,2021-11-11 00:00:00,1609,16094,大亞四,59.5,12.0,5,無擔保,5,10320,101.0,2021-11-09 00:00:00,27.6,28.8,1.06,95.83333333333334,106.89,0.1153739130434781,108.31,0.130191304347826,凱基證券,電器電纜,1164,41122,3.98468992248062,35.32817869415808,2021/11/5,1032.0,2021/11/22,1117729060.0,0.5,116.5,108.31
70,2021-11-11 00:00:00,6283,62832,淳安二,14.8,3.0,3,有擔保,6,2550,100.0,2021-11-09 00:00:00,49.1,55.1,1.02,89.11070780399274,109.28,0.2263397148676172,110.78,0.2431727087576374,中信證券,其他電子業,844,17102,6.706666666666667,20.26303317535545,2021/11/5,255.0,2021/11/22,282500280.0,1.0,120.5,110.78
71,2021-11-16 00:00:00,2069,20694,運錩四,15.6,3.0,3,無擔保,7,2550,100.0,2021-11-12 00:00:00,35.55,31.5,1.0237,112.8571428571429,109.91,-0.02611392405063295,111.6,-0.0111392405063292,台新證券,鋼鐵工業,393,8160,3.2,20.76335877862595,2021/11/10,255.0,2021/11/25,284589610.0,0.5,117.99,111.6
72,2021-11-29 00:00:00,2066,20661,世德一,3.65,4.0,3,無擔保,6,3410,103.0,2021-11-25 00:00:00,61.6,63.1,1.02,97.62282091917591,109.1,0.1175665584415584,110.21,0.1289368506493507,台新證券,電機機械,616,15035,4.409090909090909,24.40746753246753,2021/11/23,341.0,2021/12/8,375808410.0,0.5,113.14,110.21
73,2021-11-29 00:00:00,6578,65781,達邦蛋白一,3.01,2.0,3,有擔保,6,1700,101.0,2021-11-25 00:00:00,17.9,18.5,1.0482,96.75675675675674,110.78,0.144932960893855,112.02,0.1577486033519555,兆豐證券,農業科技業,413,9184,5.402352941176471,22.23728813559322,2021/11/23,170.0,2021/12/8,190431500.0,0.5,115.1,112.02
74,2021-12-01 00:00:00,8927,89276,北基六,19.8,3.0,3,無擔保,7,2700,100.0,2021-11-29 00:00:00,33.15,35.5,1.05,93.38028169014085,100.0,0.07088989441930615,103.04,0.103444947209653,合庫證券,油電燃氣業,173,2542,0.9414814814814815,14.69364161849711,2021/11/25,270.0,2021/12/10,261927730.0,0.5,111.38,100.0
75,2021-12-01 00:00:00,6654,66541,天正國際一,3.7,4.0,3,有擔保,6,3400,102.5,2021-11-29 00:00:00,103.0,98.0,1.0234,105.1020408163265,115.1,0.09512621359223306,116.41,0.107590291262136,凱基證券,其他電子業,912,22722,6.682941176470588,24.91447368421053,2021/11/25,340.0,2021/12/10,395792660.0,0.5,121.96,116.41
76,2021-12-09 00:00:00,1909,19094,榮成四,128.0,7.0,3,無擔保,7,5950,102.0,2021-12-07 00:00:00,24.55,26.1,1.07,94.06130268199233,107.0,0.1375560081466396,108.58,0.1543535641547862,台新證券,造紙工業,720,19387,3.258319327731092,26.92638888888889,2021/12/3,595.0,2021/12/20,646048920.0,0.5,120.0,108.58
77,2021-12-22 00:00:00,4566,45662,時碩二,7.15,6.3,3,無擔保,5,5355,101.0,2021-12-20 00:00:00,46.05,47.0,1.0431,97.9787234042553,110.08,0.1235092290988058,111.8,0.1410640608034746,凱基證券,電機機械,811,23230,4.338001867413632,28.64364981504316,2021/12/16,535.0,2022/1/3,598662850.0,0.5,305.0,111.8
78,2021-12-29 00:00:00,3268,32681,海德威一,3.34,2.0,3,有擔保,7,1700,104.0,2021-12-27 00:00:00,29.3,29.2,1.0246,100.3424657534247,114.93,0.1453774744027303,115.76,0.153649146757679,合庫證券,半導體業,740,14059,8.27,18.99864864864865,2021/12/23,170.0,2022/1/10,196788580.0,0.5,120.0,115.76
79,2022-01-03 00:00:00,2061,20612,風青二,4.69,1.0,3,有擔保,8,850,100.0,2021-12-29 00:00:00,22.9,22.7,1.02,100.8810572687225,117.39,0.163647598253275,118.94,0.1790122270742358,中信證券,電器電纜,465,8057,9.478823529411764,17.32688172043011,2021/12/27,85.0,2022/01/12,101097900.0,1.0,122.11,118.94
80,2022-01-07 00:00:00,3138,31381,耀登一,4.66,4.0,3,有擔保,7,3400,100.0,2022-01-05 00:00:00,237.5,230.0,1.0376,103.2608695652174,118.45,0.1470947368421054,121.0,0.1717894736842107,國票證券,通信網路業,947,22623,6.653823529411765,23.88912354804646,2022/01/03,340.0,2022/01/18,411409590.0,0.5,200.0,121.0
81,2022-01-10 00:00:00,6715,67151,嘉基一,5.7,3.0,3,無擔保,5,2550,100.0,2022-01-06 00:00:00,123.0,123.4,1.02,99.67585089141005,114.2,0.1457138211382114,116.22,0.165979512195122,中信證券,電子零組件業,581,15355,6.02156862745098,26.42857142857143,2022/01/04,255.0,2022/01/19,296356590.0,0.5,118.89,116.22
82,2022-01-12 00:00:00,8147,81472,正凌二,3.06,2.0,3,無擔保,6,1700,102.0,2022-01-10 00:00:00,59.6,63.8,1.02,93.41692789968653,109.0,0.1668120805369127,111.28,0.1912187919463086,富邦證券,電子零組件業,230,4939,2.905294117647059,21.47391304347826,2022/01/06,170.0,2022/01/21,189168260.0,0.5,115.25,111.28
83,2022-01-13 00:00:00,1532,15324,勤美四,37.6,15.0,3,無擔保,6,12750,100.5,2022-01-11 00:00:00,33.05,34.2,1.04,96.63742690058477,108.0,0.1175794251134648,110.04,0.1386892586989414,台新證券,電機機械,757,34721,2.72321568627451,45.8665785997358,2022/01/07,1275.0,2022/01/24,1403055610.0,0.5,117.5,110.04
84,2022-01-14 00:00:00,8367,83671,建新一,8.11,7.0,3,無擔保,6,5950,100.0,2022-01-12 00:00:00,49.0,55.0,1.0275,89.0909090909091,104.8,0.1763265306122448,106.94,0.2003469387755101,凱基證券,航運業,459,20488,3.443361344537815,44.63616557734205,2022/01/10,595.0,2022/01/25,636313800.0,0.5,116.0,106.94
85,2022-01-17 00:00:00,1533,15332,車王電二,9.85,10.0,3,無擔保,6,8500,100.0,2022-01-17 00:00:00,60.7,73.5,1.05,82.58503401360544,102.51,0.2412660626029655,109.58,0.3268747940691927,凱基證券,汽車工業,422,20345,2.393529411764706,48.21090047393365,2022/01/11,850.0,2022/01/26,896873940.0,0.5,115.0,105.51
86,2022-02-11 00:00:00,6187,61874,萬潤四,8.33,10.0,3,無擔保,5,8500,103.0,2022-02-09 00:00:00,126.0,127.0,1.027,99.21259842519686,111.46,0.1234460317460315,110.58,0.1145761904761904,台新證券,其他電子業,1279,38586,4.539529411764706,30.16888193901486,2022/02/07,850.0,2022/02/22,958665010.0,0.5,122.5,112.78
87,2022-02-17 00:00:00,1474,14742,弘裕二,13.0,3.0,3,無擔保,6,2550,102.0,2022-01-17 00:00:00,15.7,16.0,1.0224,98.125,106.8,0.08840764331210194,109.01,0.1109299363057326,兆豐證券,紡織纖維,289,6023,2.361960784313725,20.84083044982699,2022/01/11,255.0,2022/01/26,277970700.0,0.5,120.0,109.01
88,2022-02-18 00:00:00,1617,16173,榮星三,14.4,2.0,5,無擔保,6,1800,100.0,2022-02-16 00:00:00,17.95,18.5,1.0306,97.02702702702702,111.0,0.1440111420612815,111.8,0.1522562674094707,台新證券,電器電纜,520,11451,6.361666666666666,22.02115384615385,2022/02/14,180.0,2022/03/02,201234760.0,0.5,113.1,111.8
89,2022-03-11 00:00:00,2065,20652,世豐二,4.58,6.0,3,無擔保,5,5100,101.0,2022-03-09 00:00:00,50.3,61.0,1.1424,82.45901639344262,106.21,0.2880337972166997,107.64,0.3053757455268389,富邦證券,鋼鐵工業,599,17957,3.520980392156863,29.97829716193656,2022/03/07,510.0,2022/03/22,548940450.0,0.5,113.0,107.64
90,2022-03-16 00:00:00,2012,20121,春雨一,28.8,7.0,3,有擔保,6,5950,100.0,2022-03-14 00:00:00,31.55,37.5,1.1503,84.13333333333334,108.66,0.2915213946117272,111.31,0.3230190174326466,國票證券,鋼鐵工業,434,13173,2.213949579831933,30.35253456221198,2022/03/10,595.0,2022/03/25,662286860.0,0.5,115.68,111.31
91,2022-03-16 00:00:00,2012,20122,春雨二,28.8,5.0,3,有擔保,6,4250,100.0,2022-03-14 00:00:00,31.55,37.5,1.1503,84.13333333333334,108.76,0.2927099841521394,111.51,0.3253961965134706,國票證券,鋼鐵工業,351,9992,2.351058823529412,28.46723646723647,2022/03/10,425.0,2022/03/25,473930510.0,0.5,115.3,111.51
92,2022-03-16 00:00:00,2012,20123,春雨三,28.8,4.0,3,有擔保,6,3400,100.0,2022-03-14 00:00:00,31.55,37.5,1.1503,84.13333333333334,108.66,0.2915213946117272,111.25,0.3223058637083993,國票證券,鋼鐵工業,282,7714,2.268823529411765,27.35460992907801,2022/03/10,340.0,2022/03/25,378254850.0,0.5,115.58,111.25
93,2022-03-25 00:00:00,3707,37074,漢磊四,31.4,10.0,3,有擔保,7,8870,101.0,2022-03-23 00:00:00,130.5,118.8,1.025,109.8484848484849,123.26,0.1220910344827586,124.85,0.1365655172413791,凱基證券,半導體業,1402,36687,4.136076662908681,26.16761768901569,2022/03/21,887.0,2022/04/07,1107443300.0,1.0,136.81,124.85
94,2022-03-29 00:00:00,6670,66701,復盛一,13.1,15.0,3,無擔保,3,12750,102.0,2022-03-25 00:00:00,202.0,208.0,1.0345,97.11538461538461,110.68,0.1396752475247525,112.01,0.1533702970297031,富邦證券,運動休閒,1147,39987,3.136235294117647,34.86224934612031,2022/03/23,1275.0,2022/04/11,1428079540.0,0.5,124.0,112.01
95,2022-04-19 00:00:00,3548,35481,兆利一,6.01,4.0,3,無擔保,5,3425,101.0,2022-04-15 00:00:00,65.4,72.0,1.0286,90.83333333333334,108.52,0.1947155963302751,109.57,0.2062752293577981,永豐金證,電子零組件業,549,15913,4.646131386861314,28.98542805100182,2022/04/13,342.0,2022/04/28,375282180.0,0.5,112.13,109.57
96,2022-04-26 00:00:00,3687,36871,歐買尬一,3.01,6.0,3,有擔保,5,5100,102.0,2022-04-22 00:00:00,147.5,150.6,1.0459,97.94156706507304,111.56,0.1390465084745762,113.52,0.159058440677966,第一金證,數位雲端,572,16369,3.209607843137255,28.61713286713287,2022/04/20,510.0,2022/05/06,578964060.0,0.5,118.5,113.52
97,2022-04-29 00:00:00,4763,47633,材料KY三,5.86,5.0,5,無擔保,5,4250,101.0,2022-04-25 00:00:00,98.6,102.1,1.02,96.57198824681684,101.0,0.04585192697768758,102.73,0.06376602434077094,富邦證券,化學工業,101,2710,0.6376470588235295,26.83168316831683,2022/04/25,425.0,2022/05/11,278409540.0,0.5,111.3,101.0
98,2022-05-24 00:00:00,1342,13421,八貫一,6.78,2.0,3,有擔保,6,1780,100.0,2022-05-20 00:00:00,73.6,72.0,1.0381,102.2222222222222,111.52,0.09095652173913038,112.93,0.1047500000000001,元大證券,其他業,406,9568,5.375280898876404,23.56650246305419,2022/05/18,178.0,2022/06/02,201013900.0,0.5,121.57,112.93
99,2022-05-25 00:00:00,6570,65701,維田一,3.01,1.5,3,無擔保,6,1275,100.0,2022-05-23 00:00:00,40.5,40.8,1.02,99.26470588235294,103.1,0.03863703703703703,104.61,0.05384888888888884,中信證券,電腦及週邊設備業,158,3328,2.610196078431373,21.0632911392405,2022/05/19,127.0,2022/06/06,133372770.0,0.5,111.55,104.61
100,2022-05-27 00:00:00,5288,52881,豐祥一KY,6.58,5.0,3,無擔保,4,4260,100.0,2022-05-25 00:00:00,152.0,153.0,1.03,99.34640522875817,100.79,0.01453092105263165,103.82,0.04503026315789471,元大證券,電機機械,168,8179,1.919953051643192,48.68452380952381,2022/05/23,426.0,2022/06/08,442272670.0,0.5,116.1,103.82
101,2022-06-02 00:00:00,6134,61342,萬旭二,7.26,2.0,3,有擔保,7,1720,103.0,2022-05-31 00:00:00,25.0,21.6,1.02,115.7407407407407,113.89,-0.01599040000000007,116.23,0.004227199999999876,中信證券,電子零組件業,242,5920,3.441860465116279,24.46280991735537,2022/05/27,172.0,2022/06/14,199908830.0,1.0,122.2,116.23
102,2022-06-10 00:00:00,3645,36451,達邁一,13.1,6.0,3,無擔保,6,5220,101.0,2022-06-08 00:00:00,60.0,57.0,1.027,105.2631578947368,106.19,0.008804999999999952,108.67,0.03236499999999998,元大證券,電子零組件業,406,13737,2.631609195402299,33.83497536945813,2022/06/06,522.0,2022/06/21,567243770.0,0.5,124.5,108.67
103,2022-06-16 00:00:00,4168,41683,醣聯三,10.86,4.0,3,有擔保,7,3400,100.0,2022-06-14 00:00:00,26.8,27.5,1.0436,97.45454545454547,102.4,0.05074626865671639,105.16,0.07906716417910431,台新證券,生技醫療業,205,5075,1.492647058823529,24.75609756097561,2022/06/10,340.0,2022/06/27,357534190.0,0.5,113.95,105.16
104,2022-06-28 00:00:00,2497,24972,怡利電二,11.9,3.0,3,有擔保,7,2550,100.0,2022-06-24 00:00:00,80.3,85.0,1.0251,94.47058823529412,103.62,0.09684931506849326,104.97,0.1111394769613947,國票證券,汽車工業,299,7132,2.796862745098039,23.85284280936455,2022/06/22,255.0,2022/07/07,267664620.0,0.5,111.99,104.97
105,2022-07-11 00:00:00,8938,89383,明安三,13.5,10.0,3,無擔保,4,8500,102.0,2022-07-07 00:00:00,76.5,81.0,1.0227,94.44444444444444,102.0,0.08000000000000007,102.87,0.08921176470588232,台新證券,運動休閒,150,7124,0.8381176470588235,47.49333333333333,2022/07/05,850.0,2022/07/20,732872950.0,0.5,106.6,102.0
106,2022-07-12 00:00:00,6477,64774,安集四,11.4,10.0,5,無擔保,6,8500,100.0,2022-07-08 00:00:00,53.3,53.9,1.02,98.88682745825604,100.0,0.01125703564727942,100.91,0.02045947467166975,福邦證券,光電業,249,12402,1.459058823529412,49.80722891566265,2022/07/06,850.0,2022/07/21,857727990.0,0.5,107.0,100.91
107,2022-07-12 00:00:00,3209,32094,全科四,18.9,6.0,3,無擔保,6,5100,101.0,2022-07-08 00:00:00,36.3,38.2,1.0203,95.02617801047118,101.0,0.06286501377410492,101.31,0.06612727272727303,富邦證券,電子通路業,35,942,0.1847058823529412,26.91428571428571,2022/07/06,510.0,2022/07/21,95431360.0,0.5,106.25,101.0
108,2022-07-19 00:00:00,2641,26415,正德五,18.9,6.0,3,無擔保,6,5138,101.0,2022-07-15 00:00:00,19.85,19.99,1.02,99.29964982491248,101.0,0.01712342569269509,101.18,0.01893612090680086,台中銀證,航運業,91,2406,0.4682755936161931,26.43956043956044,2022/07/13,513.0,2022/07/28,243437180.0,0.5,105.37,101.0
109,2022-08-10 00:00:00,8442,84421,威宏KY一,6.0,3.0,3,無擔保,6,2569,102.0,2022-08-08 00:00:00,65.0,65.0,1.02,100.0,103.95,0.03950000000000009,105.71,0.05709999999999993,富邦證券,其他業,278,7034,2.738030362008564,25.30215827338129,2022/08/04,256.0,2022/08/19,271580070.0,0.5,115.0,105.71
110,2022-08-16 00:00:00,5245,52451,智晶一,4.5,3.0,3,有擔保,6,2700,102.0,2022-08-12 00:00:00,64.2,64.9,1.02,98.92141756548536,105.62,0.06771619937694706,107.29,0.08459828660436153,合庫證券,光電業,422,9586,3.55037037037037,22.71563981042654,2022/08/10,270.0,2022/08/25,289688740.0,1.0,111.0,107.29
111,2022-08-25 00:00:00,4555,45553,氣立三,6.7,6.0,3,有擔保,6,5100,103.5,2022-08-23 00:00:00,57.2,60.0,1.0563,95.33333333333334,103.5,0.08566433566433562,104.42,0.09531468531468512,富邦證券,電機機械,186,4567,0.8954901960784314,24.55376344086022,2022/08/19,510.0,2022/09/05,476870940.0,0.5,107.11,103.5
112,2022-08-31 00:00:00,6469,64692,大樹二,5.4,10.0,3,無擔保,4,8500,100.0,2022-08-31 00:00:00,295.0,304.98,1.02,96.7276542724113,101.89,0.05336990508474582,104.21,0.07735477288135595,統一證券,生技醫療業,377,15124,1.779294117647059,40.11671087533156,2022/08/25,850.0,2022/09/12,885772730.0,0.5,120.0,104.21
113,2022-09-19 00:00:00,6472,64722,保瑞二,5.41,8.0,5,有擔保,6,6800,100.0,2022-09-19 00:00:00,312.5,300.0,1.0204,104.1666666666667,104.1,-0.0006400000000000849,106.3,0.02047999999999983,台新證券,生技醫療業,577,14104,2.074117647058824,24.44367417677643,2022/09/13,680.0,2022/09/28,722827730.0,0.5,112.1,106.3
114,2022-09-19 00:00:00,2358,23581,廷鑫一,12.5,3.0,3,有擔保,8,2625,103.0,2022-09-19 00:00:00,14.9,15.15,1.0424,98.34983498349835,105.6,0.07371812080536899,106.63,0.08419093959731527,合庫證券,其他電子業,289,7052,2.686476190476191,24.40138408304498,2022/09/13,262.0,2022/09/28,279914920.0,1.0,109.0,106.63
115,2022-09-21 00:00:00,4416,44163,三圓三,6.04,10.0,5,有擔保,8,9500,100.5,2022-09-21 00:00:00,80.7,81.0,1.0227,99.62962962962963,100.5,0.008736059479553804,102.31,0.02690334572490705,第一金證,建材營造業,180,7066,0.7437894736842106,39.25555555555555,2022/09/15,950.0,2022/09/30,722931140.0,0.5,106.1,100.5
116,2022-09-22 00:00:00,4438,44382,廣越二,10.3,15.0,3,無擔保,4,12845,101.0,2022-09-22 00:00:00,130.5,138.0,1.0268,94.56521739130434,101.0,0.06804597701149429,101.64,0.07481379310344827,凱基證券,紡織纖維,302,13258,1.032152588555858,43.90066225165563,2022/09/16,1284.0,2022/10/03,1305597020.0,0.5,106.62,101.64
117,2022-10-13 00:00:00,4540,45401,全球傳動一,9.42,5.0,3,有擔保,6,4250,101.0,2022-10-13 00:00:00,33.9,40.5,1.0498,83.7037037037037,101.38,0.2111769911504426,102.23,0.2213318584070798,凱基證券,電機機械,268,9022,2.122823529411765,33.66417910447761,2022/10/06,425.0,2022/10/24,434478090.0,0.5,106.8,102.23
118,2022-10-20 00:00:00,6190,61906,萬泰科六,14.0,8.0,3,無擔保,6,6800,101.0,2022-10-20 00:00:00,32.55,36.2,1.0163,89.91712707182319,101.0,0.1232565284178189,101.89,0.1331545314900155,元富證券,通信網路業,90,3027,0.4451470588235294,33.63333333333333,2022/10/14,680.0,2022/10/31,239139410.0,0.5,105.56,101.0
119,2022-11-09 00:00:00,1599,15991,宏佳騰一,7.55,3.0,3,有擔保,5,2550,101.0,2022-11-09 00:00:00,41.0,43.3,1.05,94.68822170900694,101.88,0.07595219512195106,103.07,0.0885197560975608,富邦證券,電機機械,159,4213,1.652156862745098,26.49685534591195,2022/11/03,255.0,2022/11/18,262828070.0,0.5,108.0,103.07
120,2022-11-11 00:00:00,3290,32903,東浦三,9.95,3.0,3,有擔保,7,2700,100.0,2022-11-11 00:00:00,21.35,20.4,1.02,104.656862745098,106.5,0.01761124121779867,106.85,0.02095550351288056,統一證券,電子零組件業,239,9318,3.451111111111111,38.98744769874477,2022/11/07,270.0,2022/11/22,288487550.0,0.5,108.11,106.85
121,2022-11-11 00:00:00,8422,84221,可寧衛一,10.9,25.0,5,無擔保,4,21250,101.0,2022-11-11 00:00:00,170.0,170.0,1.0204,100.0,101.02,0.01019999999999999,102.37,0.02370000000000005,台新證券,綠能環保,374,22182,1.043858823529412,59.31016042780749,2022/11/07,2125.0,2022/11/22,2175308810.0,0.5,106.22,102.37
122,2022-11-17 00:00:00,5225,52251,東科KY一,6.14,3.5,3,有擔保,6,3150,101.0,2022-11-17 00:00:00,40.5,39.2,1.03,103.3163265306122,104.89,0.01523160493827169,106.42,0.03004049382716056,凱基證券,其他電子業,302,9454,3.001269841269841,31.3046357615894,2022/11/11,315.0,2022/11/28,335224810.0,0.5,110.0,106.42
